ticker,category,period_index,as_of_date,composite_score,dcf_score,relative_score,recommendation,forward_return_pct
PNW,Utilities (S&P 500),8,2025-09-20,3.6,-3.0,30.0,Hold,1.9495777752823276
AN,Consumer Discretionary (S&P 400),8,2025-09-20,50.6,80.9,-70.9,Buy,-3.994129058163851
OMC,Communication Services (S&P 500),8,2025-09-20,76.3,81.6,55.2,Buy,8.017297222030576
KMB,Consumer Staples (S&P 500),8,2025-09-20,4.2,-9.8,60.3,Hold,-18.252943726835692
DINO,Energy (S&P 400),8,2025-09-20,1.9,27.3,-100.0,Hold,-9.30280019062651
SMTC,Information Technology (S&P 400),8,2025-09-20,-71.4,-71.1,-72.5,Sell,19.878433548780905
WY,Real Estate (S&P 500),8,2025-09-20,-65.3,-67.7,-55.7,Sell,-1.6447375166752072
CLF,Materials (S&P 400),8,2025-09-20,-31.0,-13.8,-100.0,Sell,13.867361395016104
CELH,Consumer Staples (S&P 400),8,2025-09-20,-40.2,-64.9,58.8,Sell,-21.797917787244163
META,Communication Services (S&P 500),8,2025-09-20,-44.9,-35.5,-82.5,Sell,-15.240333888324386
EHC,Health Care (S&P 400),8,2025-09-20,13.9,25.2,-31.2,Buy,-14.11463519354774
UNP,Industrials (S&P 500),8,2025-09-20,10.7,3.4,39.8,Buy,6.794885657114498
AVNT,Materials (S&P 400),8,2025-09-20,7.6,-9.1,74.1,Buy,-10.74637355245242
TNL,Consumer Discretionary (S&P 400),8,2025-09-20,66.7,82.5,3.6,Buy,18.981451917606183
BNL,Real Estate (S&P 600),8,2025-09-20,63.9,76.3,14.2,Buy,-2.8413753089782343
PM,Consumer Staples (S&P 500),8,2025-09-20,18.8,34.1,-42.3,Buy,-2.845189591815368
PBF,Energy (S&P 400),8,2025-09-20,67.3,90.9,-26.9,Buy,-11.898172898825205
ALKS,Health Care (S&P 600),8,2025-09-20,85.9,83.3,96.3,Buy,2.37495439247482
ROL,Industrials (S&P 500),8,2025-09-20,16.2,22.4,-8.6,Buy,8.535616609120442
BCPC,Materials (S&P 600),8,2025-09-20,-1.8,-11.0,34.9,Hold,-0.1405594698485224
GOOG,Communication Services (S&P 500),8,2025-09-20,3.3,17.0,-51.5,Hold,20.988620435744618
ANDE,Consumer Staples (S&P 600),8,2025-09-20,8.4,-4.9,61.9,Buy,40.21569104786979
PNR,Industrials (S&P 500),8,2025-09-20,-31.9,-27.5,-49.5,Sell,-5.616402005265222
ACLS,Information Technology (S&P 600),8,2025-09-20,-27.9,-45.6,43.1,Sell,-13.518034604189172
AVY,Materials (S&P 500),8,2025-09-20,12.6,-2.0,70.8,Buy,10.80675961186789
OVV,Energy (S&P 400),8,2025-09-20,-4.3,-3.5,-7.5,Hold,-8.678437200615557
FOX,Communication Services (S&P 500),8,2025-09-20,-40.7,-44.2,-26.3,Sell,16.59028583322535
ANIP,Health Care (S&P 600),8,2025-09-20,-14.0,-1.0,-66.0,Sell,-14.40231667481052
HWM,Industrials (S&P 500),8,2025-09-20,-37.4,-21.7,-100.0,Sell,7.032949331850924
IP,Materials (S&P 500),8,2025-09-20,-46.7,-45.3,-52.4,Sell,-16.620589383935478
WMG,Communication Services (S&P 400),8,2025-09-20,-22.9,-22.7,-23.5,Sell,-11.934795338493233
AMT,Real Estate (S&P 500),8,2025-09-20,22.9,12.7,63.5,Buy,-10.025435383672574
DAR,Consumer Staples (S&P 400),8,2025-09-20,47.2,51.5,30.2,Buy,7.641711880326747
NVR,Consumer Discretionary (S&P 500),8,2025-09-20,21.8,36.6,-37.3,Buy,-8.585743975761533
MTDR,Energy (S&P 400),8,2025-09-20,65.8,72.1,40.7,Buy,-8.638470619618213
OPCH,Health Care (S&P 400),8,2025-09-20,62.7,62.0,65.3,Buy,14.835743323285897
FDX,Industrials (S&P 500),8,2025-09-20,58.2,64.1,34.5,Buy,25.247105818543268
NXPI,Information Technology (S&P 500),8,2025-09-20,-42.9,-48.5,-20.4,Sell,1.4419028997785683
UGI,Utilities (S&P 400),8,2025-09-20,-0.3,14.4,-59.0,Hold,16.95327626351203
CAKE,Consumer Discretionary (S&P 600),8,2025-09-20,31.9,22.2,70.5,Buy,-4.144926092247692
BG,Consumer Staples (S&P 500),8,2025-09-20,-31.7,-43.1,13.7,Sell,16.384752717804655
CHTR,Communication Services (S&P 500),8,2025-09-20,77.3,81.2,61.9,Buy,-21.91963072508281
FANG,Energy (S&P 500),8,2025-09-20,-72.5,-76.0,-58.7,Sell,6.78771374740997
AVTR,Health Care (S&P 400),8,2025-09-20,61.3,53.9,91.3,Buy,-9.839996337890625
ALGM,Information Technology (S&P 400),8,2025-09-20,-59.3,-72.9,-4.8,Sell,-15.103338266361444
ALGT,Industrials (S&P 600),8,2025-09-20,58.0,97.5,-100.0,Buy,39.57376949122695
STLD,Materials (S&P 500),8,2025-09-20,-29.5,-11.8,-100.0,Sell,25.590366014289323
NWE,Utilities (S&P 400),8,2025-09-20,-7.9,-18.6,34.9,Sell,13.119056958457993
T,Communication Services (S&P 500),8,2025-09-20,25.3,15.3,65.6,Buy,-15.85660079466106
DECK,Consumer Discretionary (S&P 500),8,2025-09-20,46.7,37.2,84.9,Buy,-12.584585270769752
CVX,Energy (S&P 500),8,2025-09-20,28.2,40.1,-19.5,Buy,-4.3594491044617305
POST,Consumer Staples (S&P 400),8,2025-09-20,75.3,94.4,-1.0,Buy,-2.8144560664533134
PSN,Industrials (S&P 400),8,2025-09-20,71.1,83.5,21.5,Buy,-25.054945147076374
ENSG,Health Care (S&P 400),8,2025-09-20,5.8,6.8,1.8,Hold,10.448999250029322
GEF,Materials (S&P 400),8,2025-09-20,10.2,23.2,-41.9,Buy,16.177313171626388
NWSA,Communication Services (S&P 500),8,2025-09-20,-36.5,-40.7,-20.0,Sell,-14.826915738630086
CHH,Consumer Discretionary (S&P 400),8,2025-09-20,56.4,57.8,50.6,Buy,-12.34163472934726
CLX,Consumer Staples (S&P 500),8,2025-09-20,-44.4,-76.2,82.7,Sell,-18.348328080790687
APAM,Financials (S&P 600),8,2025-09-20,59.7,73.0,6.2,Buy,-7.397179875449112
PR,Energy (S&P 400),8,2025-09-20,82.3,89.4,54.1,Buy,5.4315046939253735
ACIW,Information Technology (S&P 600),8,2025-09-20,-28.3,-30.7,-18.8,Sell,-5.403812208650525
SPG,Real Estate (S&P 500),8,2025-09-20,45.3,60.8,-16.8,Buy,3.5883084593596704
CEG,Utilities (S&P 500),8,2025-09-20,-38.8,-57.4,35.5,Sell,7.527293373227037
APTV,Consumer Discretionary (S&P 500),8,2025-09-20,78.5,75.8,89.4,Buy,-8.196526693040324
OXY,Energy (S&P 500),8,2025-09-20,-32.8,-34.5,-26.0,Sell,-13.557085110994233
JNJ,Health Care (S&P 500),8,2025-09-20,21.0,22.0,16.8,Buy,17.872911177494554
TEX,Industrials (S&P 400),8,2025-09-20,3.6,18.9,-57.7,Hold,4.194966880413764
AMAT,Information Technology (S&P 500),8,2025-09-20,-41.8,-36.3,-63.8,Sell,35.146032664601265
TLN,Utilities (S&P 400),8,2025-09-20,53.5,53.5,,Buy,-12.113985705530588
VZ,Communication Services (S&P 500),8,2025-09-20,56.8,63.3,31.0,Buy,-6.843378774339413
EXP,Materials (S&P 400),8,2025-09-20,36.5,40.7,19.7,Buy,-5.812332792424294
ELF,Consumer Staples (S&P 400),8,2025-09-20,-18.7,-43.6,80.7,Sell,-42.52643713724809
CHRD,Energy (S&P 400),8,2025-09-20,77.9,92.1,21.0,Buy,-8.886269236688731
EXLS,Industrials (S&P 400),8,2025-09-20,9.3,7.5,16.5,Buy,-0.6225512206899615
RPM,Materials (S&P 400),8,2025-09-20,7.7,10.8,-4.6,Buy,-13.729299777665222
HST,Real Estate (S&P 500),8,2025-09-20,63.5,73.7,22.4,Buy,7.490568088053062
NYT,Communication Services (S&P 400),8,2025-09-20,6.4,7.3,2.7,Hold,21.592641863068938
HRL,Consumer Staples (S&P 500),8,2025-09-20,55.9,51.4,74.2,Buy,-3.444352646156422
GAP,Consumer Discretionary (S&P 400),8,2025-09-20,41.0,28.3,91.5,Buy,26.869523760232223
HAL,Energy (S&P 500),8,2025-09-20,79.7,77.4,88.8,Buy,23.928182592922827
CPAY,Financials (S&P 500),8,2025-09-20,43.2,50.4,14.2,Buy,2.609878141942067
AXTA,Materials (S&P 400),8,2025-09-20,69.2,68.8,70.9,Buy,5.913448590874544
BLDR,Industrials (S&P 500),8,2025-09-20,-17.5,-9.5,-49.1,Sell,-16.399517003717108
MAA,Real Estate (S&P 500),8,2025-09-20,52.4,61.9,14.2,Buy,-3.6151170400978185
CHD,Consumer Staples (S&P 500),8,2025-09-20,-35.7,-56.0,45.6,Sell,-5.504678577764366
CMCSA,Communication Services (S&P 500),8,2025-09-20,76.5,81.4,57.2,Buy,-5.400866231396298
VTRS,Health Care (S&P 500),8,2025-09-20,61.6,87.2,-40.9,Buy,21.903570653759548
APD,Materials (S&P 500),8,2025-09-20,-37.3,-63.0,65.4,Sell,-16.751556420128423
CCL,Consumer Discretionary (S&P 500),8,2025-09-20,75.4,84.2,40.3,Buy,1.9659260149190367
TYL,Information Technology (S&P 500),8,2025-09-20,-51.5,-63.3,-4.2,Sell,-14.302293079091768
COST,Consumer Staples (S&P 500),8,2025-09-20,-35.3,-28.7,-61.3,Sell,-9.917314512081525
EXE,Energy (S&P 500),8,2025-09-20,-59.5,-49.4,-100.0,Sell,10.929869538223397
EFX,Industrials (S&P 500),8,2025-09-20,-33.3,-46.2,18.2,Sell,-14.716230575037953
SHW,Materials (S&P 500),8,2025-09-20,8.5,3.5,28.4,Buy,-7.263600635258029
HSY,Consumer Staples (S&P 500),8,2025-09-20,46.3,40.6,68.8,Buy,0.2829125887795391
LNT,Utilities (S&P 500),8,2025-09-20,22.1,30.6,-11.9,Buy,1.4742033115573265
APA,Energy (S&P 500),8,2025-09-20,-28.4,-34.5,-3.9,Sell,3.875816239616578
MCD,Consumer Discretionary (S&P 500),8,2025-09-20,37.9,37.4,39.8,Buy,5.078133613225027
ELAN,Health Care (S&P 400),8,2025-09-20,36.1,25.9,77.0,Buy,16.14582474446993
IDCC,Information Technology (S&P 400),8,2025-09-20,60.0,100.0,-100.0,Buy,0.08307399536525838
PH,Industrials (S&P 500),8,2025-09-20,-39.7,-38.4,-44.9,Sell,16.01495648361056
NUE,Materials (S&P 500),8,2025-09-20,-28.5,-15.7,-79.5,Sell,19.876848384958944
MTN,Consumer Discretionary (S&P 400),8,2025-09-20,85.4,90.9,63.5,Buy,6.078741050052621
LYV,Communication Services (S&P 500),8,2025-09-20,-0.4,17.7,-73.0,Hold,-13.81626859793054
VAL,Energy (S&P 400),8,2025-09-20,82.6,80.2,92.3,Buy,-1.6292538837451913
DG,Consumer Staples (S&P 500),8,2025-09-20,-3.9,-15.3,42.0,Hold,35.256467090404904
RTX,Industrials (S&P 500),8,2025-09-20,35.6,53.6,-36.5,Buy,15.476073277904462
TKO,Communication Services (S&P 500),8,2025-09-20,37.1,71.3,-100.0,Buy,6.529649516545296
HCA,Health Care (S&P 500),8,2025-09-20,55.5,74.3,-19.6,Buy,17.743855772317595
MMS,Industrials (S&P 400),8,2025-09-20,48.6,44.5,65.0,Buy,-0.6300070925750244
RS,Materials (S&P 400),8,2025-09-20,-13.4,2.4,-76.5,Sell,1.5191196537759277
CDP,Real Estate (S&P 400),8,2025-09-20,70.7,67.4,83.9,Buy,-4.761111705307237
WEC,Utilities (S&P 500),8,2025-09-20,-37.8,-49.8,10.1,Sell,-4.851653466487289
TMUS,Communication Services (S&P 500),8,2025-09-20,4.5,-3.3,35.5,Hold,-16.990100940121202
MTD,Health Care (S&P 500),8,2025-09-20,-11.8,-28.4,54.6,Sell,10.818673317828145
AM,Energy (S&P 400),8,2025-09-20,19.4,32.9,-34.5,Buy,-4.479681620335217
AAPL,Information Technology (S&P 500),8,2025-09-20,-47.6,-47.5,-48.0,Sell,11.582618277761776
WLK,Materials (S&P 400),8,2025-09-20,-0.5,-15.7,60.0,Hold,-11.966569199943061
PPC,Consumer Staples (S&P 400),8,2025-09-20,35.7,27.9,66.7,Buy,-3.072007968020667
DIS,Communication Services (S&P 500),8,2025-09-20,3.6,-4.7,36.9,Hold,-1.5535869628373318
MO,Consumer Staples (S&P 500),8,2025-09-20,68.6,78.1,30.5,Buy,-10.510098853857663
BKNG,Consumer Discretionary (S&P 500),8,2025-09-20,52.8,65.9,0.4,Buy,-0.7416847624455721
UHS,Health Care (S&P 500),8,2025-09-20,76.2,78.6,66.7,Buy,20.677948669370952
AZZ,Industrials (S&P 600),8,2025-09-20,-1.4,11.5,-52.7,Hold,-5.182398553878445
BHE,Information Technology (S&P 600),8,2025-09-20,-12.5,-9.7,-23.8,Sell,11.437459400340318
LIN,Materials (S&P 500),8,2025-09-20,-18.5,-25.6,10.0,Sell,-11.69661531121964
WMB,Energy (S&P 500),8,2025-09-20,-5.8,9.4,-66.5,Hold,-2.2756245553977505
MZTI,Consumer Staples (S&P 400),8,2025-09-20,-6.1,-26.0,73.5,Hold,-3.7684906059156593
RRX,Industrials (S&P 400),8,2025-09-20,32.5,31.2,37.8,Buy,-2.174820428581374
SWKS,Information Technology (S&P 500),8,2025-09-20,-67.3,-70.4,-55.2,Sell,-17.143307954522665
AZO,Consumer Discretionary (S&P 500),8,2025-09-20,10.0,22.9,-41.4,Buy,-18.06654010982071
VTR,Real Estate (S&P 500),8,2025-09-20,4.4,11.9,-25.3,Hold,18.65410662706637
CBT,Materials (S&P 400),8,2025-09-20,39.5,34.4,59.9,Buy,-14.07592540349373
CNX,Energy (S&P 400),8,2025-09-20,-14.2,-0.7,-67.9,Sell,24.11067044685232
GIS,Consumer Staples (S&P 500),8,2025-09-20,58.4,56.9,64.4,Buy,-3.752310306958774
SPGI,Financials (S&P 500),8,2025-09-20,21.7,17.7,37.8,Buy,1.2713609748963846
NSC,Industrials (S&P 500),8,2025-09-20,-13.6,-20.6,14.6,Sell,3.207949308566598
LAMR,Real Estate (S&P 400),8,2025-09-20,40.2,52.2,-7.7,Buy,2.8767664261281896
TEL,Information Technology (S&P 500),8,2025-09-20,-25.8,-13.3,-76.1,Sell,6.388483952012661
MKC,Consumer Staples (S&P 500),8,2025-09-20,25.4,15.3,65.5,Buy,5.460366064329449
NCLH,Consumer Discretionary (S&P 500),8,2025-09-20,90.0,94.4,72.2,Buy,-8.680137401678557
NFLX,Communication Services (S&P 500),8,2025-09-20,-21.3,-7.0,-78.6,Sell,-23.07065334149228
STE,Health Care (S&P 500),8,2025-09-20,26.8,33.4,0.5,Buy,2.2349114126314595
DOW,Materials (S&P 500),8,2025-09-20,60.1,56.3,75.5,Buy,0.491893806492061
FOXA,Communication Services (S&P 500),8,2025-09-20,-45.3,-48.0,-34.4,Sell,18.39325865533878
LOW,Consumer Discretionary (S&P 500),8,2025-09-20,-6.6,-5.1,-12.6,Hold,-8.890591607280301
PSA,Real Estate (S&P 500),8,2025-09-20,49.0,65.5,-16.8,Buy,-6.0901154907887785
NRG,Utilities (S&P 500),8,2025-09-20,1.2,14.5,-52.3,Hold,-4.720782818445275
ESAB,Industrials (S&P 400),8,2025-09-20,-18.1,-14.3,-33.1,Sell,3.043132327669254
WST,Health Care (S&P 500),8,2025-09-20,1.7,-8.2,41.3,Hold,7.02621299769344
BOX,Information Technology (S&P 600),8,2025-09-20,-36.4,-49.9,17.4,Sell,-5.3776740234872475
SLGN,Materials (S&P 400),8,2025-09-20,55.1,65.6,13.0,Buy,-4.072079794244917
BKR,Energy (S&P 500),8,2025-09-20,62.0,55.6,87.3,Buy,-5.106844874585435
PSKY,Communication Services (S&P 500),9,2025-12-19,78.3,85.8,48.6,Buy,-30.98598119321425
WSO,Industrials (S&P 400),9,2025-12-19,-26.9,-35.1,5.6,Sell,11.024920905316636
LSCC,Information Technology (S&P 400),9,2025-12-19,-84.5,-80.6,-100.0,Sell,26.039040294874944
ASTH,Health Care (S&P 600),9,2025-12-19,91.9,95.0,79.3,Buy,1.2986990156818892
AA,Materials (S&P 400),9,2025-12-19,-8.4,-33.1,90.2,Sell,14.626450726367631
PG,Consumer Staples (S&P 500),9,2025-12-19,28.4,21.4,56.4,Buy,0.9748957882865008
TOL,Consumer Discretionary (S&P 400),9,2025-12-19,36.7,61.6,-63.2,Buy,-2.1229402222705134
MUR,Energy (S&P 400),9,2025-12-19,-23.5,-34.2,19.2,Sell,21.91517875023229
BFAM,Consumer Discretionary (S&P 600),9,2025-12-19,-1.2,-14.1,50.4,Hold,-24.16609094001305
VLO,Energy (S&P 500),9,2025-12-19,-29.5,-11.9,-100.0,Sell,49.68378303504905
NEE,Utilities (S&P 500),9,2025-12-19,-4.8,-14.6,34.3,Hold,16.972738189469524
CALM,Consumer Staples (S&P 600),9,2025-12-19,100.0,100.0,,Buy,-4.357202661367243
BIIB,Health Care (S&P 500),9,2025-12-19,82.6,83.3,80.0,Buy,4.925629553794781
TXN,Information Technology (S&P 500),9,2025-12-19,-73.7,-78.0,-56.6,Sell,7.504117154611389
PPG,Materials (S&P 500),9,2025-12-19,58.8,52.9,82.1,Buy,-3.637126400479054
PNW,Utilities (S&P 500),9,2025-12-19,2.1,-4.3,27.7,Hold,15.753595482824032
AN,Consumer Discretionary (S&P 400),9,2025-12-19,51.6,81.7,-68.6,Buy,-11.663159888647028
OMC,Communication Services (S&P 500),9,2025-12-19,72.9,80.1,44.1,Buy,-4.528618260504583
KMB,Consumer Staples (S&P 500),9,2025-12-19,18.3,3.7,76.6,Buy,-0.8468761963738167
DINO,Energy (S&P 400),9,2025-12-19,9.2,36.5,-100.0,Buy,29.42361935827084
SMTC,Information Technology (S&P 400),9,2025-12-19,-79.1,-73.8,-100.0,Sell,7.372889082385749
WY,Real Estate (S&P 500),9,2025-12-19,-63.8,-66.3,-53.8,Sell,-1.367500068596012
CLF,Materials (S&P 400),9,2025-12-19,-46.9,-33.6,-100.0,Sell,-38.12405340431786
CELH,Consumer Staples (S&P 400),9,2025-12-19,-33.1,-61.9,82.0,Sell,0.3738314258509739
META,Communication Services (S&P 500),9,2025-12-19,-34.1,-26.5,-64.8,Sell,-7.82527009990376
EHC,Health Care (S&P 400),9,2025-12-19,28.9,35.7,1.4,Buy,-7.824469526297976
UNP,Industrials (S&P 500),9,2025-12-19,5.0,-1.1,29.1,Hold,0.5011244516368083
AVNT,Materials (S&P 400),9,2025-12-19,19.5,4.4,79.9,Buy,3.8873513119547245
TNL,Consumer Discretionary (S&P 400),9,2025-12-19,59.0,78.0,-16.9,Buy,-2.3730231804991995
BNL,Real Estate (S&P 600),9,2025-12-19,65.8,77.6,19.0,Buy,12.360010734387437
PM,Consumer Staples (S&P 500),9,2025-12-19,21.1,36.0,-38.2,Buy,6.051876480005753
PBF,Energy (S&P 400),9,2025-12-19,72.9,92.4,-5.2,Buy,79.12677696520227
ALKS,Health Care (S&P 600),9,2025-12-19,85.5,82.8,96.2,Buy,-0.17575094224360777
ROL,Industrials (S&P 500),9,2025-12-19,7.2,16.5,-29.7,Hold,-9.666866377128251
BCPC,Materials (S&P 600),9,2025-12-19,5.0,-2.5,35.1,Hold,5.758634302371667
GOOG,Communication Services (S&P 500),9,2025-12-19,-14.5,0.6,-74.9,Sell,-0.8634288481185021
ANDE,Consumer Staples (S&P 600),9,2025-12-19,-20.5,-27.1,6.0,Sell,27.678787049122374
PNR,Industrials (S&P 500),9,2025-12-19,-27.0,-23.4,-41.3,Sell,-14.59373543933889
ACLS,Information Technology (S&P 600),9,2025-12-19,-19.3,-40.4,65.1,Sell,5.319150702306416
AVY,Materials (S&P 500),9,2025-12-19,5.3,-8.8,62.0,Hold,-9.578988850377897
OVV,Energy (S&P 400),9,2025-12-19,5.4,5.0,7.0,Hold,53.23056958404905
FOX,Communication Services (S&P 500),9,2025-12-19,41.3,49.2,9.8,Buy,-17.76797599917633
ANIP,Health Care (S&P 600),9,2025-12-19,1.3,13.7,-48.6,Hold,-9.692213551223075
HWM,Industrials (S&P 500),9,2025-12-19,-38.2,-22.8,-100.0,Sell,14.538020142864427
IP,Materials (S&P 500),9,2025-12-19,-40.0,-42.5,-30.2,Sell,-10.200798170634027
WMG,Communication Services (S&P 400),9,2025-12-19,-11.4,-15.3,4.0,Sell,-18.04130176261057
AMT,Real Estate (S&P 500),9,2025-12-19,30.2,20.0,70.8,Buy,7.034569918216555
DAR,Consumer Staples (S&P 400),9,2025-12-19,36.6,40.8,19.6,Buy,65.26040442895578
NVR,Consumer Discretionary (S&P 500),9,2025-12-19,30.8,42.3,-15.4,Buy,-13.268223535471657
MTDR,Energy (S&P 400),9,2025-12-19,72.1,77.4,50.7,Buy,39.879813164964254
OPCH,Health Care (S&P 400),9,2025-12-19,53.6,54.7,49.1,Buy,-10.396798939629099
FDX,Industrials (S&P 500),9,2025-12-19,42.2,52.5,1.3,Buy,23.815285117698398
SOLS,Materials (S&P 400),9,2025-12-19,17.1,17.1,,Buy,45.282723024427426
NXPI,Information Technology (S&P 500),9,2025-12-19,-45.0,-50.3,-23.7,Sell,-14.9909354922918
UGI,Utilities (S&P 400),9,2025-12-19,-11.1,3.6,-69.7,Sell,-2.1879925058595897
CAKE,Consumer Discretionary (S&P 600),9,2025-12-19,34.9,25.4,72.6,Buy,10.498642649235082
BG,Consumer Staples (S&P 500),9,2025-12-19,-42.1,-48.7,-15.5,Sell,34.18737634995951
CHTR,Communication Services (S&P 500),9,2025-12-19,83.1,86.7,68.7,Buy,3.2341487233231705
FANG,Energy (S&P 500),9,2025-12-19,-74.4,-76.6,-65.2,Sell,29.24293757845884
AVTR,Health Care (S&P 400),9,2025-12-19,66.5,60.2,91.9,Buy,-32.47560049323661
ALGM,Information Technology (S&P 400),9,2025-12-19,-49.7,-70.7,34.1,Sell,15.767786382674132
ALGT,Industrials (S&P 600),9,2025-12-19,51.1,88.8,-100.0,Buy,-6.941503494341577
STLD,Materials (S&P 500),9,2025-12-19,-41.2,-26.4,-100.0,Sell,-3.5739720255236045
NWE,Utilities (S&P 400),9,2025-12-19,-17.1,-26.1,19.2,Sell,7.502097579708029
T,Communication Services (S&P 500),9,2025-12-19,37.4,28.0,74.7,Buy,16.21210938503605
DECK,Consumer Discretionary (S&P 500),9,2025-12-19,57.6,49.4,90.3,Buy,5.468988011104999
CVX,Energy (S&P 500),9,2025-12-19,33.3,43.8,-8.4,Buy,37.67212765998103
POST,Consumer Staples (S&P 400),9,2025-12-19,76.3,94.7,2.4,Buy,-3.3918457868082528
PSN,Industrials (S&P 400),9,2025-12-19,85.6,90.6,65.8,Buy,-18.279571563141474
ENSG,Health Care (S&P 400),9,2025-12-19,-4.2,0.1,-21.4,Hold,11.673466129177324
GEF,Materials (S&P 400),9,2025-12-19,-0.8,12.7,-54.6,Hold,-6.9993142323723205
NWSA,Communication Services (S&P 500),9,2025-12-19,-30.0,-47.4,39.6,Sell,-7.860419519284916
CHH,Consumer Discretionary (S&P 400),9,2025-12-19,64.1,64.2,63.7,Buy,2.9618724300832673
CLX,Consumer Staples (S&P 500),9,2025-12-19,60.0,51.5,94.1,Buy,9.65412195498572
APAM,Financials (S&P 600),9,2025-12-19,69.3,80.2,25.8,Buy,-9.810740033512346
PR,Energy (S&P 400),9,2025-12-19,80.3,88.4,48.0,Buy,45.7131086967659
ACIW,Information Technology (S&P 600),9,2025-12-19,-17.3,-20.2,-5.7,Sell,-17.5737415698676
SPG,Real Estate (S&P 500),9,2025-12-19,42.5,59.0,-23.4,Buy,4.643829297191719
CEG,Utilities (S&P 500),9,2025-12-19,-45.8,-62.1,19.2,Sell,-10.834517248826492
APTV,Consumer Discretionary (S&P 500),9,2025-12-19,82.9,81.0,90.5,Buy,-11.649000689656718
OXY,Energy (S&P 500),9,2025-12-19,-18.1,-22.1,-1.9,Sell,51.09260029106068
JNJ,Health Care (S&P 500),9,2025-12-19,3.6,10.7,-24.8,Hold,15.745079606276846
TEX,Industrials (S&P 400),9,2025-12-19,-4.5,9.6,-61.2,Hold,7.600177529844836
AMAT,Information Technology (S&P 500),9,2025-12-19,-60.2,-50.3,-100.0,Sell,39.48577826953722
TLN,Utilities (S&P 400),9,2025-12-19,57.4,57.4,,Buy,-8.644726037819005
VZ,Communication Services (S&P 500),9,2025-12-19,60.9,66.6,38.0,Buy,26.415042514485492
EXP,Materials (S&P 400),9,2025-12-19,44.2,47.2,32.4,Buy,-18.53476631119636
ELF,Consumer Staples (S&P 400),9,2025-12-19,2.9,-19.5,92.8,Hold,-8.751865616433054
CHRD,Energy (S&P 400),9,2025-12-19,82.4,93.3,38.8,Buy,46.243853789372736
EXLS,Industrials (S&P 400),9,2025-12-19,15.8,15.2,18.1,Buy,-28.65428981751939
RPM,Materials (S&P 400),9,2025-12-19,29.9,30.6,27.2,Buy,-7.698738616170836
HST,Real Estate (S&P 500),9,2025-12-19,59.3,71.8,9.2,Buy,5.2006004801592285
NYT,Communication Services (S&P 400),9,2025-12-19,-13.5,-6.1,-43.1,Sell,15.114023642939529
HRL,Consumer Staples (S&P 500),9,2025-12-19,57.9,53.2,76.6,Buy,-4.284924623915341
GAP,Consumer Discretionary (S&P 400),9,2025-12-19,26.9,11.2,89.5,Buy,-13.53395324721036
HAL,Energy (S&P 500),9,2025-12-19,68.2,64.9,81.5,Buy,33.87053513349301
CPAY,Financials (S&P 500),9,2025-12-19,41.5,49.7,9.0,Buy,-8.208254374028625
AXTA,Materials (S&P 400),9,2025-12-19,67.1,67.1,66.9,Buy,-18.590145778304702
BLDR,Industrials (S&P 500),9,2025-12-19,-2.9,2.4,-24.4,Hold,-18.595243165539337
MAA,Real Estate (S&P 500),9,2025-12-19,55.2,63.6,21.6,Buy,-6.1880021369257046
CHD,Consumer Staples (S&P 500),9,2025-12-19,-32.3,-54.0,54.6,Sell,11.509408053317898
CMCSA,Communication Services (S&P 500),9,2025-12-19,78.2,82.5,61.2,Buy,5.7969219125411895
VTRS,Health Care (S&P 500),9,2025-12-19,55.0,82.6,-55.3,Buy,14.127279237456358
BR,Industrials (S&P 500),9,2025-12-19,-13.8,-26.0,34.6,Sell,-22.40277496061765
APD,Materials (S&P 500),9,2025-12-19,-30.3,-57.6,78.8,Sell,19.279924861544217
CCL,Consumer Discretionary (S&P 500),9,2025-12-19,75.2,84.4,38.1,Buy,-19.488161516521565
TYL,Information Technology (S&P 500),9,2025-12-19,-38.8,-57.1,34.2,Sell,-23.548807165226197
COST,Consumer Staples (S&P 500),9,2025-12-19,-18.2,-25.7,11.9,Sell,14.082390058865602
EXE,Energy (S&P 500),9,2025-12-19,-62.9,-53.6,-100.0,Sell,-0.18442807590631502
EFX,Industrials (S&P 500),9,2025-12-19,-19.3,-36.1,47.6,Sell,-16.9600423103901
SHW,Materials (S&P 500),9,2025-12-19,15.4,8.8,41.7,Buy,-3.052315904915981
HSY,Consumer Staples (S&P 500),9,2025-12-19,46.1,40.4,68.6,Buy,11.995538785524031
LNT,Utilities (S&P 500),9,2025-12-19,20.8,29.6,-14.2,Buy,11.248547035517541
APA,Energy (S&P 500),9,2025-12-19,-33.1,-38.8,-10.5,Sell,59.29488798075304
MCD,Consumer Discretionary (S&P 500),9,2025-12-19,33.8,34.2,32.0,Buy,-1.4344556030946742
ELAN,Health Care (S&P 400),9,2025-12-19,22.0,10.6,67.4,Buy,12.645747527588558
IDCC,Information Technology (S&P 400),9,2025-12-19,60.0,100.0,-100.0,Buy,5.678125534462118
PH,Industrials (S&P 500),9,2025-12-19,-43.6,-42.0,-49.7,Sell,3.072367178719673
NUE,Materials (S&P 500),9,2025-12-19,-40.7,-25.8,-100.0,Sell,2.1063100952873457
MTN,Consumer Discretionary (S&P 400),9,2025-12-19,86.0,90.4,68.4,Buy,-10.138103085691577
LYV,Communication Services (S&P 500),9,2025-12-19,17.8,36.1,-55.6,Buy,9.277105437038301
